"",0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.947736866081704,0.756796710238375,0.622083349943205,0.537529146435901,0.482741378706233,0.446152211176027,0.421643912284944,0.405438603509988,0.394953025698407,0.388270591726735,0.384212583705166,0.382110910416351,0.381370906118894
1,0.756796710238375,0.920611786612111,0.882606456287968,0.804822057566478,0.725365131350477,0.656679401781869,0.601639023686227,0.559552233778105,0.528572309043091,0.506598767659277,0.491611222962207,0.481935580263492,0.476252440135254
2,0.622083349943205,0.882606456287968,0.941563222591108,0.924768555844782,0.875694990390982,0.817026862867634,0.759851940397568,0.709693382883345,0.668462405900286,0.636185965717369,0.612070140378761,0.594955326587634,0.583351231393761
3,0.537529146435901,0.804822057566478,0.924768555844782,0.954479945170833,0.941324764171309,0.905438643071412,0.859539233241026,0.813129113256522,0.771097356482199,0.735498229753664,0.706821164160716,0.684684098058686,0.668092131850796
4,0.482741378706233,0.725365131350477,0.875694990390982,0.941324764171309,0.958535003747989,0.946579756728133,0.918313606292686,0.883464419081668,0.847982865999922,0.815152184375988,0.786524151413941,0.762471369321749,0.742679371558383
5,0.446152211176027,0.656679401781869,0.817026862867634,0.905438643071412,0.946579756728133,0.956176510854762,0.946896524769433,0.926950800511541,0.90196198962561,0.875654120932031,0.850205950058149,0.826769010983544,0.805758003256963
6,0.421643912284944,0.601639023686227,0.759851940397568,0.859539233241026,0.918313606292686,0.946896524769433,0.95479470598053,0.949680768251644,0.936438416386296,0.918505974197306,0.898324717730212,0.87752256293625,0.857089801395849
7,0.405438603509988,0.559552233778105,0.709693382883345,0.813129113256522,0.883464419081668,0.926950800511541,0.949680768251644,0.9577356568539,0.955554408294615,0.946269852405555,0.932198338238858,0.915173507588915,0.89663052037203
8,0.394953025698407,0.528572309043091,0.668462405900286,0.771097356482199,0.847982865999922,0.90196198962561,0.936438416386296,0.955554408294615,0.962908964727795,0.961500983510199,0.953549672094941,0.940878176386587,0.925160671238182
9,0.388270591726735,0.506598767659277,0.636185965717369,0.735498229753664,0.815152184375988,0.875654120932031,0.918505974197306,0.946269852405555,0.961500983510199,0.966762033462947,0.964391152524863,0.956197604133513,0.943842443375068
10,0.384212583705166,0.491611222962207,0.612070140378761,0.706821164160716,0.786524151413941,0.850205950058149,0.898324717730212,0.932198338238858,0.953549672094941,0.964391152524863,0.96688280608539,0.962938845469696,0.95415919436199
11,0.382110910416351,0.481935580263492,0.594955326587634,0.684684098058686,0.762471369321749,0.826769010983544,0.87752256293625,0.915173507588915,0.940878176386587,0.956197604133513,0.962938845469696,0.962814454718458,0.957599555493305
12,0.381370906118894,0.476252440135254,0.583351231393761,0.668092131850796,0.742679371558383,0.805758003256963,0.857089801395849,0.89663052037203,0.925160671238182,0.943842443375068,0.95415919436199,0.957599555493305,0.955751623748865
